01 03 00 00 0f 
01 03 00 00 10 
01 03 00 00 20 
01 03 00 04 10 
01 03 00 06 09 
01 03 00 07 18 
01 03 00 07 1f 
01 03 00 0c 09 
01 03 00 0c 10 
01 03 00 0e 10 
01 03 00 15 1f 
01 03 04 04 10 
01 03 04 06 27 
01 03 04 07 1f 
01 03 04 0c 09 
01 03 04 0c 18 
01 03 04 0c 19 
01 03 04 0c 20 
01 03 04 0d 19 
01 03 04 0d 20 
01 03 04 0e 1f 
01 03 04 1b 10 
01 03 04 1c 10 
01 03 04 1d 1f 
01 03 04 24 18 
01 03 04 24 19 
01 03 04 24 20 
01 03 05 14 
01 03 05 1d 
01 03 06 00 1f 
01 03 06 06 1f 
01 03 06 07 1f 
01 03 06 0c 10 
01 03 06 0e 10 
01 03 06 14 
01 03 07 00 10 
01 03 07 04 10 
01 03 07 0b 0f 
01 03 07 0b 1f 
01 03 07 0c 0f 
01 03 07 0c 10 
01 03 07 0c 18 
01 03 07 0c 20 
01 03 07 0d 0f 
01 03 07 0d 10 
01 03 07 0d 11 
01 03 07 0d 17 
01 03 07 0e 0f 
01 03 07 15 09 
01 03 07 15 17 
01 03 07 15 27 
01 03 07 1b 10 
01 03 08 00 11 
01 03 08 00 1f 
01 03 08 06 1f 
01 03 08 0e 19 
01 03 08 0e 1f 
01 03 08 13 16 
01 03 08 13 18 
01 03 08 13 19 
01 03 08 13 27 
01 03 08 1b 1f 
01 03 08 1d 19 
01 03 08 24 20 
01 03 08 25 1f 
01 03 09 06 00 
01 03 09 06 0f 
01 03 09 07 0c 
01 03 09 07 0f 
01 03 09 07 17 
01 03 09 07 19 
01 03 09 0c 00 
01 03 09 0c 10 
01 03 09 0c 11 
01 03 09 0c 1f 
01 03 09 0c 27 
01 03 09 0e 0e 
01 03 09 0e 10 
01 03 09 0e 16 
01 03 09 0e 1f 
01 03 09 13 00 
01 03 09 13 10 
01 03 09 13 1f 
01 03 09 1c 10 
01 03 09 24 10 
01 03 09 24 27 
01 03 0e 07 08 
01 03 0e 07 20 
01 03 0e 0b 10 
01 03 0e 0c 27 
01 03 0e 13 18 
01 03 0e 13 27 
01 03 0e 1d 
01 03 0e 24 27 
01 03 0f 00 16 
01 03 0f 00 1f 
01 03 0f 04 10 
01 03 0f 04 18 
01 03 0f 06 10 
01 03 0f 07 08 
01 03 0f 07 0a 
01 03 0f 07 10 
01 03 0f 07 18 
01 03 0f 0b 07 
01 03 0f 0b 18 
01 03 0f 0c 07 
01 03 0f 0c 10 
01 03 0f 0c 18 
01 03 0f 0c 1f 
01 03 0f 0d 07 
01 03 0f 0e 07 
01 03 0f 0e 10 
01 03 0f 0e 1f 
01 03 0f 15 0c 
01 03 0f 15 27 
01 03 0f 1c 10 
01 03 0f 1c 1f 
01 03 10 00 00 
01 03 10 00 19 
01 03 10 00 20 
01 03 10 04 00 
01 03 10 04 07 
01 03 10 04 0f 
01 03 10 04 27 
01 03 10 05 04 
01 03 10 05 0f 
01 03 10 05 15 
01 03 10 05 18 
01 03 10 06 0a 
01 03 10 06 0f 
01 03 10 06 18 
01 03 10 06 1e 
01 03 10 07 04 
01 03 10 07 08 
01 03 10 07 0a 
01 03 10 07 0f 
01 03 10 07 18 
01 03 10 07 1e 
01 03 10 0c 00 
01 03 10 0c 06 
01 03 10 0c 07 
01 03 10 0c 0f 
01 03 10 0c 18 
01 03 10 0c 19 
01 03 10 0c 1e 
01 03 10 0c 20 
01 03 10 0d 07 
01 03 10 0d 19 
01 03 10 0d 1f 
01 03 10 0d 20 
01 03 10 0e 00 
01 03 10 0e 06 
01 03 10 0e 09 
01 03 10 0e 0f 
01 03 10 0e 12 
01 03 10 0e 18 
01 03 10 0e 19 
01 03 10 0e 1e 
01 03 10 0e 20 
01 03 10 13 08 
01 03 10 13 09 
01 03 10 13 0f 
01 03 10 13 16 
01 03 10 13 19 
01 03 10 13 1e 
01 03 10 15 00 
01 03 10 15 06 
01 03 10 15 08 
01 03 10 15 09 
01 03 10 15 0f 
01 03 10 1b 04 
01 03 10 1b 07 
01 03 10 1c 04 
01 03 10 1c 09 
01 03 10 1c 0f 
01 03 10 1c 15 
01 03 10 1c 19 
01 03 10 1c 20 
01 03 10 24 04 
01 03 10 24 06 
01 03 10 24 09 
01 03 10 24 16 
01 03 10 24 19 
01 03 10 24 1e 
01 03 10 24 1f 
01 03 10 25 27 
01 03 11 06 10 
01 03 11 07 16 
01 03 11 0d 07 
01 03 11 0d 10 
01 03 17 05 09 
01 03 17 05 11 
01 03 17 05 20 
01 03 17 05 27 
01 03 17 07 09 
01 03 17 07 18 
01 03 17 07 20 
01 03 17 07 27 
01 03 17 0b 12 
01 03 17 0b 18 
01 03 17 0d 07 
01 03 17 0d 11 
01 03 17 0d 18 
01 03 17 0d 27 
01 03 17 0e 
01 03 17 15 12 
01 03 17 25 09 
01 03 18 04 0f 
01 03 18 04 27 
01 03 18 05 1e 
01 03 18 06 10 
01 03 18 06 11 
01 03 18 06 12 
01 03 18 07 00 
01 03 18 07 0f 
01 03 18 07 10 
01 03 18 07 17 
01 03 18 0b 0f 
01 03 18 0b 17 
01 03 18 0c 04 
01 03 18 0c 10 
01 03 18 0d 11 
01 03 18 0d 12 
01 03 18 0d 17 
01 03 18 0e 10 
01 03 19 00 09 
01 03 19 00 10 
01 03 19 00 11 
01 03 19 05 10 
01 03 19 05 1f 
01 03 19 06 18 
01 03 19 07 09 
01 03 19 07 18 
01 03 19 07 1e 
01 03 19 0b 09 
01 03 19 0c 04 
01 03 19 0c 10 
01 03 19 0d 04 
01 03 19 0d 10 
01 03 19 0e 10 
01 03 19 13 08 
01 03 19 13 1f 
01 03 19 15 27 
01 03 19 1c 08 
01 03 19 1c 10 
01 03 19 1c 1f 
01 03 19 1d 08 
01 03 19 24 04 
01 03 19 24 10 
01 03 1f 00 08 
01 03 1f 00 0f 
01 03 1f 06 06 
01 03 1f 06 08 
01 03 1f 06 19 
01 03 1f 06 1a 
01 03 1f 06 20 
01 03 1f 07 00 
01 03 1f 07 06 
01 03 1f 07 11 
01 03 1f 07 19 
01 03 1f 07 1a 
01 03 1f 0b 07 
01 03 1f 0c 09 
01 03 1f 0c 19 
01 03 1f 0c 20 
01 03 1f 0d 10 
01 03 1f 0e 04 
01 03 1f 0e 09 
01 03 1f 0e 0f 
01 03 1f 0e 19 
01 03 1f 13 06 
01 03 1f 13 09 
01 03 1f 13 19 
01 03 1f 13 20 
01 03 1f 15 00 
01 03 1f 1b 08 
01 03 1f 1c 08 
01 03 1f 24 10 
01 03 1f 24 19 
01 03 1f 25 08 
01 03 1f 
01 03 20 00 09 
01 03 20 00 10 
01 03 20 00 1f 
01 03 20 05 10 
01 03 20 07 00 
01 03 20 07 06 
01 03 20 07 07 
01 03 20 07 0e 
01 03 20 07 0f 
01 03 20 07 26 
01 03 20 0c 04 
01 03 20 0c 07 
01 03 20 0c 10 
01 03 20 0c 1f 
01 03 20 0d 04 
01 03 20 0d 10 
01 03 20 0e 10 
01 03 20 13 1f 
01 03 20 13 27 
01 03 20 14 
01 03 20 1c 10 
01 03 20 24 04 
01 03 20 24 08 
01 03 27 07 11 
01 03 27 07 17 
01 03 27 0c 06 
01 03 27 0d 17 
01 03 27 13 08 
01 03 27 13 0e 
01 03 27 15 1f 
01 03 27 1b 1a 
01 03 27 1c 10 
01 03 27 24 09 
01 03 27 24 0e 
01 03 27 24 1a 
01 03 27 25 10 
01 04 00 00 18 
01 04 00 00 1f 
01 04 00 01 0f 
01 04 00 01 10 
01 04 00 01 20 
01 04 00 0b 0f 
01 04 00 0b 10 
01 04 00 0c 09 
01 04 00 0c 10 
01 04 00 0c 27 
01 04 00 0d 09 
01 04 00 0d 0f 
01 04 00 0d 10 
01 04 00 0d 1f 
01 04 00 0d 27 
01 04 00 0e 0f 
01 04 00 0e 1f 
01 04 00 0e 27 
01 04 00 13 1f 
01 04 00 13 20 
01 04 00 1c 1f 
01 04 00 1d 17 
01 04 00 25 0f 
01 04 00 25 1f 
01 04 04 00 10 
01 04 04 00 27 
01 04 04 01 10 
01 04 04 0b 10 
01 04 04 0c 10 
01 04 04 0e 10 
01 04 04 15 08 
01 04 04 1b 08 
01 04 04 1d 10 
01 04 04 1d 18 
01 04 04 24 10 
01 04 05 00 20 
01 04 05 0c 20 
01 04 05 0e 20 
01 04 06 01 1f 
01 04 06 0c 20 
01 04 06 0d 20 
01 04 06 0e 1f 
01 04 06 0e 20 
01 04 06 15 20 
01 04 06 1d 10 
01 04 07 01 09 
01 04 07 01 20 
01 04 07 0b 27 
01 04 07 0c 10 
01 04 07 0c 11 
01 04 07 0c 18 
01 04 07 0d 10 
01 04 07 0d 11 
01 04 07 0d 18 
01 04 07 0e 09 
01 04 07 0e 10 
01 04 07 0e 18 
01 04 07 15 0f 
01 04 07 15 17 
01 04 07 15 27 
01 04 07 1b 10 
01 04 07 1d 27 
01 04 07 
01 04 08 00 0e 
01 04 08 00 10 
01 04 08 00 11 
01 04 08 00 16 
01 04 08 01 1f 
01 04 08 02 0d 
01 04 08 02 11 
01 04 08 02 19 
01 04 08 02 27 
01 04 08 0b 19 
01 04 08 0d 19 
01 04 08 0d 1f 
01 04 08 0e 10 
01 04 08 0e 11 
01 04 08 0e 1f 
01 04 08 13 04 
01 04 08 13 11 
01 04 08 13 18 
01 04 08 13 1f 
01 04 08 13 27 
01 04 08 1b 04 
01 04 08 1b 0d 
01 04 08 1b 10 
01 04 08 1b 11 
01 04 08 24 11 
01 04 08 25 1f 
01 04 09 00 0c 
01 04 09 00 0f 
01 04 09 00 17 
01 04 09 00 19 
01 04 09 01 10 
01 04 09 02 0e 
01 04 09 0b 0e 
01 04 09 0c 00 
01 04 09 0c 07 
01 04 09 0c 0e 
01 04 09 0c 10 
01 04 09 0c 1f 
01 04 09 0d 00 
01 04 09 0d 10 
01 04 09 0e 07 
01 04 09 0e 0e 
01 04 09 0e 10 
01 04 09 0e 16 
01 04 09 0e 1f 
01 04 09 13 0e 
01 04 09 13 1f 
01 04 09 1b 10 
01 04 09 1b 27 
01 04 09 24 10 
01 04 09 24 27 
01 04 09 25 10 
01 04 09 25 27 
01 04 0f 01 10 
01 04 0f 01 1f 
01 04 0f 02 10 
01 04 0f 02 18 
01 04 0f 02 1f 
01 04 0f 0b 00 
01 04 0f 0c 00 
01 04 0f 0c 10 
01 04 0f 0c 18 
01 04 0f 0d 00 
01 04 0f 0d 10 
01 04 0f 0d 18 
01 04 0f 0e 00 
01 04 0f 0e 10 
01 04 0f 0e 18 
01 04 0f 0e 1f 
01 04 0f 15 18 
01 04 0f 15 27 
01 04 0f 1b 09 
01 04 0f 1b 10 
01 04 0f 1b 16 
01 04 0f 24 09 
01 04 0f 25 10 
01 04 0f 25 1f 
01 04 10 00 04 
01 04 10 00 08 
01 04 10 00 0a 
01 04 10 00 0f 
01 04 10 00 18 
01 04 10 00 1e 
01 04 10 01 00 
01 04 10 01 04 
01 04 10 01 06 
01 04 10 01 09 
01 04 10 01 0f 
01 04 10 01 15 
01 04 10 01 19 
01 04 10 01 1e 
01 04 10 0c 00 
01 04 10 0c 04 
01 04 10 0c 07 
01 04 10 0c 19 
01 04 10 0c 1e 
01 04 10 0c 1f 
01 04 10 0d 00 
01 04 10 0d 07 
01 04 10 0d 09 
01 04 10 0d 0f 
01 04 10 0d 19 
01 04 10 0d 1e 
01 04 10 0d 1f 
01 04 10 0d 20 
01 04 10 0e 04 
01 04 10 0e 07 
01 04 10 0e 09 
01 04 10 0e 0f 
01 04 10 0e 13 
01 04 10 0e 15 
01 04 10 0e 18 
01 04 10 0e 19 
01 04 10 0e 1e 
01 04 10 13 04 
01 04 10 13 09 
01 04 10 13 0f 
01 04 10 13 15 
01 04 10 13 19 
01 04 10 13 1e 
01 04 10 15 04 
01 04 10 15 09 
01 04 10 15 16 
01 04 10 15 19 
01 04 10 15 1e 
01 04 10 15 1f 
01 04 10 15 20 
01 04 10 1b 07 
01 04 10 1b 08 
01 04 10 1b 09 
01 04 10 1b 0f 
01 04 10 1b 16 
01 04 10 1b 18 
01 04 10 1b 1e 
01 04 10 1b 20 
01 04 10 1c 1e 
01 04 10 1c 1f 
01 04 10 1c 20 
01 04 10 24 09 
01 04 10 24 18 
01 04 10 24 19 
01 04 10 24 1e 
01 04 10 24 20 
01 04 10 25 09 
01 04 10 25 0f 
01 04 10 25 18 
01 04 10 25 19 
01 04 10 25 1e 
01 04 10 25 20 
01 04 10 
01 04 11 00 08 
01 04 11 00 1f 
01 04 11 00 27 
01 04 11 01 1f 
01 04 11 0c 07 
01 04 11 0d 07 
01 04 11 0e 10 
01 04 11 0e 1f 
01 04 11 13 08 
01 04 11 15 08 
01 04 11 15 27 
01 04 11 1b 08 
01 04 11 24 08 
01 04 17 0d 10 
01 04 17 0d 27 
01 04 17 0e 27 
01 04 17 1b 14 
01 04 17 1d 00 
01 04 17 24 07 
01 04 17 24 27 
01 04 18 00 00 
01 04 18 00 0f 
01 04 18 00 10 
01 04 18 00 17 
01 04 18 0c 20 
01 04 18 0d 0f 
01 04 18 0e 0f 
01 04 18 0e 10 
01 04 18 15 0f 
01 04 18 1b 0f 
01 04 18 1b 10 
01 04 18 24 10 
01 04 19 00 09 
01 04 19 00 18 
01 04 19 00 1e 
01 04 19 01 10 
01 04 19 0b 09 
01 04 19 0b 10 
01 04 19 0c 10 
01 04 19 0c 18 
01 04 19 0d 10 
01 04 19 0e 10 
01 04 19 15 27 
01 04 19 1c 08 
01 04 19 24 10 
01 04 19 25 10 
01 04 1f 00 06 
01 04 1f 00 08 
01 04 1f 00 19 
01 04 1f 00 1a 
01 04 1f 00 20 
01 04 1f 01 06 
01 04 1f 01 07 
01 04 1f 01 08 
01 04 1f 01 0f 
01 04 1f 01 11 
01 04 1f 01 12 
01 04 1f 01 19 
01 04 1f 0b 09 
01 04 1f 0b 10 
01 04 1f 0c 09 
01 04 1f 0c 10 
01 04 1f 0c 19 
01 04 1f 0c 1a 
01 04 1f 0d 00 
01 04 1f 0d 10 
01 04 1f 0d 19 
01 04 1f 0e 00 
01 04 1f 0e 06 
01 04 1f 0e 09 
01 04 1f 0e 0f 
01 04 1f 0e 11 
01 04 1f 0e 12 
01 04 1f 0e 19 
01 04 1f 0e 20 
01 04 1f 0e 26 
01 04 1f 13 08 
01 04 1f 13 09 
01 04 1f 13 12 
01 04 1f 13 19 
01 04 1f 13 20 
01 04 1f 13 26 
01 04 1f 15 19 
01 04 1f 15 20 
01 04 1f 1d 10 
01 04 1f 1d 20 
01 04 1f 24 19 
01 04 1f 25 08 
01 04 1f 25 0f 
01 04 1f 25 19 
01 04 20 00 0e 
01 04 20 00 17 
01 04 20 00 1a 
01 04 20 00 27 
01 04 20 01 1f 
01 04 20 01 27 
01 04 20 0b 00 
01 04 20 0b 07 
01 04 20 0b 0f 
01 04 20 0b 26 
01 04 20 0c 07 
01 04 20 0c 18 
01 04 20 0c 19 
01 04 20 0c 1a 
01 04 20 0d 07 
01 04 20 0d 10 
